Device designation,Sub-project,Harness Base Number,Conductor/Wire name,Wire Multicore Ref,Wire/Hose/Tube type,Option,Option Text Display,From Device designation,From Pin,To Device designation,To Pin,Wire Level Ref,Signal Name,From Location,To Location,Wire Length
W14A005-XA,HRN-14A005-XA,14A005-XA,CBP06-CB,,WIRE-2TBD-2.5:WH/BU,,,C23-TBD,1,S2BP06-A,1,,CBP06,HRN-14A005-XA,HRN-14A005-XA,0
W14A005-XA,HRN-14A005-XA,14A005-XA,CBP06-CA,,WIRE-2TBD-2.5:WH/BU,,,S2BP06-A,1,C2AM02-F,2,,CBP06,HRN-14A005-XA,HRN-14A005-XA,0
W14A005-XA,HRN-14A005-XA,14A005-XA,VDN14-CA,,WIRE-2TAD-0.35:YE/VT,,,C23-TBD,2,C2AM02-F,59,,VDN14,HRN-14A005-XA,HRN-14A005-XA,0
W14A005-XA,HRN-14A005-XA,14A005-XA,CBB34-CB,,WIRE-2TAD-0.50:VT/BN,,,C13-BLF,5,C4DC10,1,,#19875,HRN-14A005-XA,HRN-14A005-XA,0
W14A005-XA,HRN-14A005-XA,14A005-XA,GD347-CA,,WIRE-2TAD-0.50:BK/VT,,,GD347-B,1,C4DC10,3,,#19878,HRN-14A005-XA,HRN-14A005-XA,0
W14A005-XD,HRN-14A005-XD,14A005-XD,LED18A,,WIRE-3TAD-0.50:WH/BN,DR_F,DR_F,C44-AMF,2,C4CF02,35,XD/YC/ZD,LED18,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,RED18A,,WIRE-3TAD-0.50:GN,DR_F,DR_F,C44-AMF,3,C4CF02,18,XD/YC/ZD,RED18,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,LED17A,TP_LED17A,WIRE-3TAD-0.50:WH,DR_F,DR_F,C44-AMF,22,C4CF02,7,XD/YC/ZD,LED17,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED17A,TP_LED17A,WIRE-3TAD-0.50:BN/GN,DR_F,DR_F,C44-AMF,23,C4CF02,6,XD/YC/ZD,VED17,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED19A,TP_VED19A,WIRE-3TAD-0.50:GY,DR_F,DR_F,C44-AMF,24,C4CF02,4,XD/YC/ZD,VED19,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED20A,TP_VED19A,WIRE-3TAD-0.50:WH/BU,DR_F,DR_F,C44-AMF,25,C4CF02,5,XD/YC/ZD,VED20,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED21A,TP_VED19A,WIRE-3TAD-0.50:VT/GN,DR_F,DR_F,C44-AMF,26,C4CF02,19,XD/YC/ZD,VED21,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED01A,TP_VED01A,WIRE-3TBD-2.5:BU,DR_F,DR_F,C44-AMF,14,C4CF02,30,XD/YC/ZD,VED01,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED02A,TP_VED01A,WIRE-3TBD-2.5:GN/BN,DR_F,DR_F,C44-AMF,15,C4CF02,2,XD/YC/ZD,VED02,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED03A,TP_VED01A,WIRE-3TBD-2.5:GY/BU,DR_F,DR_F,C44-AMF,16,C4CF02,3,XD/YC/ZD,VED03,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,LED42A,,WIRE-3TAD-0.50:GN/VT,DR_F,DR_F,C44-AMF,8,C4CF02,36,XD/YC/ZD,LED42,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,RED42A,,WIRE-3TAD-0.50:WH/VT,DR_F,DR_F,C44-AMF,9,C4CF02,37,XD/YC/ZD,RED42,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,RED12A,TP_RED12A,WIRE-3TAD-0.50:OG/GN,DR_F,DR_F,C44-AMF,30,C4CF02,20,XD/YC/ZD,RED12,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED13A,TP_RED12A,WIRE-3TAD-0.50:BU/GY,DR_F,DR_F,C44-AMF,31,C4CF02,21,XD/YC/ZD,VED13,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED39A,TP_VED39A,WIRE-3TAD-0.50:GN/OG,DR_F,DR_F,C44-AMF,32,C4CF02,38,XD/YC/ZD,VED39,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED40A,TP_VED39A,WIRE-3TAD-0.50:WH,DR_F,DR_F,C44-AMF,33,C4CF02,39,XD/YC/ZD,VED40,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED41A,TP_VED39A,WIRE-3TAD-0.50:BN/GN,DR_F,DR_F,C44-AMF,34,C4CF02,40,XD/YC/ZD,VED41,HRN-14A005-XD,HRN-14A005-XD,4005
W14A005-XD,HRN-14A005-XD,14A005-XD,VED36A,TP_VED36A,WIRE-3TBD-2.5:GN,DR_F,DR_F,C44-BMF,1,C4CF02,14,XD/YC/ZD,VED36,HRN-14B599-XD,HRN-14A005-XD,4070
W14A005-XD,HRN-14A005-XD,14A005-XD,VED37A,TP_VED36A,WIRE-3TBD-2.5:YE/VT,DR_F,DR_F,C44-BMF,2,C4CF02,13,XD/YC/ZD,VED37,HRN-14B599-XD,HRN-14A005-XD,4070
W14A005-XD,HRN-14A005-XD,14A005-XD,VED38A,TP_VED36A,WIRE-3TBD-2.5:GY/OG,DR_F,DR_F,C44-BMF,3,C4CF02,12,XD/YC/ZD,VED38,HRN-14B599-XD,HRN-14A005-XD,4070
W14A005-XD,HRN-14A005-XD,14A005-XD,VED05AT,TP_VED04AT,WIRE-2TAD-0.75:VT/WH,DR_F,DR_F,C4CF02,29,S3ED05AT,1,XD/YC/ZD,CCB18,HRN-14A005-XD,HRN-14A005-XD,300
W14A005-XD,HRN-14A005-XD,14A005-XD,VED05BT,TP_VED04BT,WIRE-2TAD-0.75:VT/WH,DR_F,DR_F,C4CF02,28,S3ED05AT,1,XD/YC/ZD,CCB18,HRN-14A005-XD,HRN-14A005-XD,300
W14A005-XD,HRN-14A005-XD,14A005-XD,VED05ET,TP_VED04ET,WIRE-2TBD-4.0:VT/WH,DR_F,DR_F,S3ED05AT,1,C12-ALF,37,XD/YC/ZD,CCB18,HRN-14A005-XD,HRN-14A005-XD,2201
W14A005-XD,HRN-14A005-XD,14A005-XD,VED04AT,TP_VED04AT,WIRE-2TAD-0.75:GY/VT,DR_F,DR_F,C4CF02,44,S3ED04-AT,1,XD/YC/ZD,CCB18,HRN-14A005-XD,HRN-14A005-XD,350
W14A005-XD,HRN-14A005-XD,14A005-XD,VED04BT,TP_VED04BT,WIRE-2TAD-0.75:GY/VT,DR_F,DR_F,C4CF02,45,S3ED04-AT,1,XD/YC/ZD,CCB18,HRN-14A005-XD,HRN-14A005-XD,350
W14A005-XD,HRN-14A005-XD,14A005-XD,VED04ET,TP_VED04ET,WIRE-2TBD-4.0:GY/VT,DR_F,DR_F,S3ED04-AT,1,C12-ALF,38,XD/YC/ZD,CCB18,HRN-14A005-XD,HRN-14A005-XD,2151
W14A005-XD,HRN-14A005-XD,14A005-XD,RED14AT,,WIRE-2TAD-0.50:BU/GN,DR_F,DR_F,C4CF02,23,C12-ALF,4,XD/YC/ZD,RED14,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,LED14AT,,WIRE-2TAD-0.50:BN/YE,DR_F,DR_F,C4CF02,25,C12-ALF,5,XD/YC/ZD,#17664,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,VED15AT,,WIRE-2TAD-0.50:BN/BU,DR_F,DR_F,C4CF02,24,C12-ALF,6,XD/YC/ZD,#17664,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,VED16AT,,WIRE-2TAD-0.50:WH/BU,DR_F,DR_F,C4CF02,26,C12-ALF,7,XD/YC/ZD,VED16,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,VED11AT,,WIRE-2TAD-0.50:YE,DR_F,DR_F,C12-ALF,8,C4CF02,34,XD/YC/ZD,VED11,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,RED10AT,,WIRE-2TAD-0.50:YE/GY,DR_F,DR_F,C4CF02,32,C12-ALF,9,XD/YC/ZD,RED10,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,CR167-B,,WIRE-2TAD-0.35:YE/VT,,,C12-ALF,22,S3R167-A,1,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,CR167,HRN-14A005-XD,HRN-14A005-XD,1021
W14A005-XD,HRN-14A005-XD,14A005-XD,CR167-C,,WIRE-2TAD-0.35:YE/VT,,,C2AM02-F,13,S3R167-A,1,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,CR167,HRN-14A005-XD,HRN-14A005-XD,1256
W14A005-XD,HRN-14A005-XD,14A005-XD,VE922-B,,WIRE-2TAD-0.35:VT/GN,((EN_Y1 | EN_YZ) & (DGAAE | DGADD) ) | (EN_R9 & (DGAAE | DGADD | DGAB9)),DGADD & EN_YZ | DGADD & EN_Y1 | DGADD & EN_R9 | DGAB9 & EN_R9 | DGAAE & EN_YZ | DGAAE & EN_Y1 | DGAAE & EN_R9,C12-BLF,11,C4E922-B,1,XC/XD/YB/YC,VE922,HRN-14A005-XD,HRN-14A005-XD,2100
W14A005-XD,HRN-14A005-XD,14A005-XD,RE406-D,,WIRE-2TAD-0.35:GN/VT,((EN_Y1 | EN_YZ) & (DGAAE | DGADD)) | (EN_R9 & (DGAAE | DGADD | DGAB9)),DGADD & EN_YZ | DGADD & EN_Y1 | DGADD & EN_R9 | DGAB9 & EN_R9 | DGAAE & EN_YZ | DGAAE & EN_Y1 | DGAAE & EN_R9,C12-BLF,14,C4E922-B,2,XC/XD/YB/YC,RE406,HRN-14A005-XD,HRN-14A005-XD,2100
W14A005-XD,HRN-14A005-XD,14A005-XD,LE230-D,,WIRE-2TAD-0.35:BN/BU,((EN_Y1 | EN_YZ) & (DGAAE | DGADD) ) | (EN_R9 & (DGAAE | DGADD | DGAB9)),DGADD & EN_YZ | DGADD & EN_Y1 | DGADD & EN_R9 | DGAB9 & EN_R9 | DGAAE & EN_YZ | DGAAE & EN_Y1 | DGAAE & EN_R9,C12-BLF,12,C4E922-B,3,XC/XD/YB/YC,LE230,HRN-14A005-XD,HRN-14A005-XD,2100
W14A005-XD,HRN-14A005-XD,14A005-XD,GD382-A,,WIRE-2TBD-2.5:BK/VT,,,C37-ALF,11,G3D382L-A,1,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,GD347,HRN-14A005-XD,HRN-14A005-XD,1175
W14A005-XD,HRN-14A005-XD,14A005-XD,CE464-ELA,,WIRE-2TAD-0.35:VT/OG,GBVBA,GBVBA,C12-BLF,16,C4E229-A,1,YA,CE464,HRN-14A005-XD,HRN-14A005-XD,4260
W14A005-XD,HRN-14A005-XD,14A005-XD,CBB07-ELA,,WIRE-2TAD-0.50:GN/BU,GBVBA,GBVBA,S1BB07-B,1,C4E229-A,2,YA,CBB07,HRN-14A005-XD,HRN-14A005-XD,860
W14A005-XD,HRN-14A005-XD,14A005-XD,CE420-ELA,,WIRE-2TAD-0.35:GY/VT,GBVBA,GBVBA,C12-BLF,19,C4E229-A,4,YA,VE274,HRN-14A005-XD,HRN-14A005-XD,4260
W14A005-XD,HRN-14A005-XD,14A005-XD,RE259-ELA,,WIRE-2TAD-0.35:BU,GBVBA,GBVBA,C12-ALF,12,C4E229-A,5,YA,RE259,HRN-14A005-XD,HRN-14A005-XD,6263
W14A005-XD,HRN-14A005-XD,14A005-XD,VE783-ELA,,WIRE-2TAD-0.35:VT/BN,GBVBA,GBVBA,C12-ALF,23,C4E229-A,6,YA,VE731,HRN-14A005-XD,HRN-14A005-XD,6263
W14A005-XD,HRN-14A005-XD,14A005-XD,LE230-ELA,,WIRE-2TAD-0.35:BN/BU,GBVBA,GBVBA,C12-ALF,40,C4E229-A,7,YA,CE193,HRN-14A005-XD,HRN-14A005-XD,6263
W14A005-XD,HRN-14A005-XD,14A005-XD,CBB07-ELB,,WIRE-2TAD-0.50:GN/BU,GBVBA,GBVBA,S1BB07-B,1,C4E229-A,8,YA,CBB07,HRN-14A005-XD,HRN-14A005-XD,860
W14A005-XD,HRN-14A005-XD,14A005-XD,CAT06-A,,WIRE-2TAD-1.5:YE,MD_F,MD_F,C4AT03-C,1,C44-TM,1,XA/XB/XC/XD/XE,#7460,HRN-14A005-XD,HRN-14A005-XD,1845
W14A005-XD,HRN-14A005-XD,14A005-XD,CAT09-A,,WIRE-2TAD-1.5:GN,MD_F,MD_F,C4AT03-C,2,C44-TM,2,XA/XB/XC/XD/XE,#7461,HRN-14A005-XD,HRN-14A005-XD,1845
W14A005-XD,HRN-14A005-XD,14A005-XD,CAT11-A,,WIRE-2TAD-1.5:BN,MD_F,MD_F,C4AT03-C,3,C44-TM,3,XA/XB/XC/XD/XE,#7462,HRN-14A005-XD,HRN-14A005-XD,1845
W14A005-XD,HRN-14A005-XD,14A005-XD,GD351-G,,WIRE-2TAD-1.5:BK/GN,MD_F,MD_F,C44-TM,4,G4D351L-A,1,XA/XB/XC/XD/XE,DYT17,HRN-14A005-XD,HRN-14A005-XD,1645
W14A005-XD,HRN-14A005-XD,14A005-XD,CBB04-E,,WIRE-2TBD-2.5:VT/RD,GBVBA | GBVAZ,GBVBA | GBVAZ,C12-BLF,4,C4E225-B,1,XB/YA,CBB54,HRN-14A005-XD,HRN-14A005-XD,3723
W14A005-XD,HRN-14A005-XD,14A005-XD,VE225-E,,WIRE-2UAD-0.50:YE/OG,GBVBA | GBVAZ,GBVBA | GBVAZ,C12-BLF,22,C4E225-B,3,XB/YA,CBB54,HRN-14A005-XD,HRN-14A005-XD,3723
W14A005-XD,HRN-14A005-XD,14A005-XD,GD301-PMB,,WIRE-2TBD-2.5:BK/WH,GBVBA  | GBVAZ,GBVBA | GBVAZ,C4E225-B,4,G4D301L-A,1,XB/YA,GD310,HRN-14A005-XD,HRN-14A005-XD,593
W14A005-XD,HRN-14A005-XD,14A005-XD,CE515-B,TP_CE515-B,WIRE-2TBD-2.5:YE/GY,GBVBA,GBVBA,C4E225-B,5,C44-MLF3,16,YA,#8668,HRN-14A005-XD,HRN-14A005-XD,767
W14A005-XD,HRN-14A005-XD,14A005-XD,CE515-A,TP_CE515-A,WIRE-2TBD-2.5:YE/GY,GBVAZ,GBVAZ,C4E225-B,5,C44-MLF1,16,XB,#8668,HRN-14A005-XD,HRN-14A005-XD,742
W14A005-XD,HRN-14A005-XD,14A005-XD,VE518-E,,WIRE-2UAD-0.50:BN/WH,GBVBA | GBVAZ,GBVBA | GBVAZ,C12-BLF,21,C4E225-B,7,XB/YA,LE230,HRN-14A005-XD,HRN-14A005-XD,3723
W14A005-XD,HRN-14A005-XD,14A005-XD,RE515-B,TP_CE515-B,WIRE-2TBD-2.5:WH/BN,GBVBA,GBVBA,C4E225-B,8,C44-MLF3,8,YA,CBB54,HRN-14A005-XD,HRN-14A005-XD,767
W14A005-XD,HRN-14A005-XD,14A005-XD,RE515-A,TP_CE515-A,WIRE-2TBD-2.5:WH/BN,GBVAZ,GBVAZ,C4E225-B,8,C44-MLF1,8,XB,CBB54,HRN-14A005-XD,HRN-14A005-XD,742
W14A005-XD,HRN-14A005-XD,14A005-XD,LED18-A,,WIRE-3TAD-0.50:WH/BN,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,35,C44-DLM,1,XC/XE/ZC,VYT53,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,RED18-A,,WIRE-3TAD-0.50:GN,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,18,C44-DLM,2,XC/XE/ZC,VYT54,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED17-A,TP_LED17-A,WIRE-3TAD-0.50:BN/GN,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,6,C44-DLM,3,XC/XE/ZC,VYT53,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,LED17-A,TP_LED17-A,WIRE-3TAD-0.50:GN/VT,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,7,C44-DLM,4,XC/XE/ZC,VYT54,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED19-A,TP_VED19-A,WIRE-3TAD-0.50:GY,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,4,C44-DLM,5,XC/XE/ZC,VYT53,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED20-A,TP_VED19-A,WIRE-3TAD-0.50:WH/BU,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,5,C44-DLM,6,XC/XE/ZC,VYT54,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED21-A,TP_VED19-A,WIRE-3TAD-0.50:VT/GN,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,19,C44-DLM,7,XC/XE/ZC,VYT53,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED01-A,TP_VED01-A,WIRE-3TBD-2.5:BU,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,30,C44-DLM,14,XC/XE/ZC,#7448,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED02-A,TP_VED01-A,WIRE-3TBD-2.5:GN/BN,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,2,C44-DLM,15,XC/XE/ZC,VED02,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,VED03-A,TP_VED01-A,WIRE-3TBD-2.5:GY/BU,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C3CF52A,3,C44-DLM,16,XC/XE/ZC,#7447,HRN-14A005-XD,HRN-14A005-XD,3725
W14A005-XD,HRN-14A005-XD,14A005-XD,CCB17-LRB,TP_CB16LRB,WIRE-3TBD-2.5:BU/GN,DR_A | DR_E,DR_A | DR_E,C12-BLF,3,C44-DLM,18,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,CCB17,HRN-14A005-XD,HRN-14A005-XD,6097
W14A005-XD,HRN-14A005-XD,14A005-XD,CCB16-LRB,TP_CB16LRB,WIRE-3TBD-2.5:WH/VT,DR_A | DR_E,DR_A | DR_E,C12-BLF,7,C44-DLM,19,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,CCB16,HRN-14A005-XD,HRN-14A005-XD,6097
W14A005-XD,HRN-14A005-XD,14A005-XD,CCB18-RRB,TP_CB18RRB,WIRE-3TBD-2.5:YE/GY,DR_A | DR_E,DR_A | DR_E,C12-ALF,35,C44-DLM,20,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,CCB18,HRN-14A005-XD,HRN-14A005-XD,4136
W14A005-XD,HRN-14A005-XD,14A005-XD,CCB19-RRB,TP_CB18RRB,WIRE-3TBD-2.5:GN/BN,DR_A | DR_E,DR_A | DR_E,C12-ALF,36,C44-DLM,21,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,CCB19,HRN-14A005-XD,HRN-14A005-XD,4136
W14A005-XD,HRN-14A005-XD,14A005-XD,DYT59-BA,SH_VED01-AA,WIRE-3TAD-0.50:BK,DR_E & GBVAZ,DR_E & GBVAZ,S3YT59-B,1,C44-DLM,23,XB,DYT17,HRN-14A005-XD,HRN-14A005-XD,50
W14A005-XD,HRN-14A005-XD,14A005-XD,DYT59-B,SH_VED01-A,WIRE-3TAD-0.50:BK,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,S3YT59-B,1,C44-DLM,23,XC/XE/ZC,DYT17,HRN-14A005-XD,HRN-14A005-XD,50
W14A005-XD,HRN-14A005-XD,14A005-XD,VCA06-RRB,TP_CA06RRB,WIRE-3TAD-0.50:WH/OG,DR_A | DR_E,DR_A | DR_E,C12-ALF,17,C44-DLM,24,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,VCA06,HRN-14A005-XD,HRN-14A005-XD,4136
W14A005-XD,HRN-14A005-XD,14A005-XD,RCA20-RRB,TP_CA06RRB,WIRE-3TAD-0.50:BN,DR_A | DR_E,DR_A | DR_E,C12-ALF,18,C44-DLM,25,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,RCA20,HRN-14A005-XD,HRN-14A005-XD,4136
W14A005-XD,HRN-14A005-XD,14A005-XD,VCA04-LRB,TP_CA04LRB,WIRE-3TAD-0.50:BU/OG,DR_A | DR_E,DR_A | DR_E,C12-BLF,9,C44-DLM,26,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,VCA04,HRN-14A005-XD,HRN-14A005-XD,6097
W14A005-XD,HRN-14A005-XD,14A005-XD,RCA18-LRB,TP_CA04LRB,WIRE-3TAD-0.50:BN/GN,DR_A | DR_E,DR_A | DR_E,C12-BLF,10,C44-DLM,27,XA/XB/XC/XE/YA/YB/ZA/ZB/ZC,RCA18,HRN-14A005-XD,HRN-14A005-XD,6097
W14A005-XD,HRN-14A005-XD,14A005-XD,CPM25-B,,WIRE-2UAD-0.50:GY,,,C25-ALM,1,C26-ALM,1,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7315,HRN-14A005-XD,HRN-14A005-XD,4913
W14A005-XD,HRN-14A005-XD,14A005-XD,CPM21-B,,WIRE-2UAD-0.50:YE/VT,,,C25-ALM,2,C26-ALM,2,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7316,HRN-14A005-XD,HRN-14A005-XD,4913
W14A005-XD,HRN-14A005-XD,14A005-XD,CPM20-B,,WIRE-2UAD-0.50:BN/WH,,,C25-ALM,3,C26-ALM,3,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7317,HRN-14A005-XD,HRN-14A005-XD,4913
W14A005-XD,HRN-14A005-XD,14A005-XD,VLN04-J,,WIRE-2UAD-0.35:VT/GY,,,C23-CLM,44,C26-ALM,10,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7395,HRN-14A005-XD,HRN-14A005-XD,810
W14A005-XD,HRN-14A005-XD,14A005-XD,CPL13-C,,WIRE-2UAD-1.5:BU/GN,,,C26-ALM,12,S3PL13-A,1,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7320,HRN-14A005-XD,HRN-14A005-XD,725
W14A005-XD,HRN-14A005-XD,14A005-XD,CBP10-F,,WIRE-2TBD-2.5:WH/RD,,,C26-ALM,14,S3BP10-A,1,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,CBP10,HRN-14A005-XD,HRN-14A005-XD,2586
W14A005-XD,HRN-14A005-XD,14A005-XD,CPW12-B,,WIRE-2TBD-2.5:GN/OG,,,C25-ALM,15,C26-ALM,15,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7321,HRN-14A005-XD,HRN-14A005-XD,4913
W14A005-XD,HRN-14A005-XD,14A005-XD,CPW13-B,,WIRE-2TBD-2.5:BN/YE,,,C25-ALM,16,C26-ALM,16,XA/XB/XC/XD/XE/YA/YB/YC/ZA/ZB/ZC/ZD,#7322,HRN-14A005-XD,HRN-14A005-XD,4913
W14A005-XD,HRN-14A005-XD,14A005-XD,RED14-A,,WIRE-2TAD-0.50:BU/GN,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C12-ALF,4,C3CF52A,23,XC/XE/ZC,RED14,HRN-14A005-XD,HRN-14A005-XD,2221
W14A005-XD,HRN-14A005-XD,14A005-XD,LED14-A,,WIRE-2TAD-0.50:BN/YE,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C12-ALF,5,C3CF52A,25,XC/XE/ZC,#17664,HRN-14A005-XD,HRN-14A005-XD,2221
W14A005-XD,HRN-14A005-XD,14A005-XD,VED15-A,,WIRE-2TAD-0.50:BN/BU,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C12-ALF,6,C3CF52A,24,XC/XE/ZC,#17664,HRN-14A005-XD,HRN-14A005-XD,2221
W14A005-XD,HRN-14A005-XD,14A005-XD,VED16-A,,WIRE-2TAD-0.50:WH/BU,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C12-ALF,7,C3CF52A,26,XC/XE/ZC,VED16,HRN-14A005-XD,HRN-14A005-XD,2221
W14A005-XD,HRN-14A005-XD,14A005-XD,VED11-A,,WIRE-2TAD-0.50:YE,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C12-ALF,8,C3CF52A,34,XC/XE/ZC,VED11,HRN-14A005-XD,HRN-14A005-XD,2221
W14A005-XD,HRN-14A005-XD,14A005-XD,RED10-A,,WIRE-2TAD-0.50:YE/GY,DR_E & (GBVAF | GBVAM),DR_E & GBVAM | DR_E & GBVAF,C12-ALF,9,C3CF52A,32,XC/XE/ZC,RED10,HRN-14A005-XD,HRN-14A005-XD,2221
W14A005-XD,HRN-14A005-XD,14A005-XD,VDB06-TTA,TP_VDB06TTA,WIRE-2UAD-0.35:GY/OG,MD_F,MD_F,S3DB06-TT,1,C12-ALF,10,XA/XB/XC/XD/XE,VDB06,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,VDB06-TTB,TP_VDB06TTB,WIRE-2UAD-0.35:GY/OG,MD_D | MD_E,MD_D | MD_E,C23-CLM,7,C12-ALF,10,YA/YB/YC/ZA/ZB/ZC/ZD,VDB06,HRN-14A005-XD,HRN-14A005-XD,270
W14A005-XD,HRN-14A005-XD,14A005-XD,VDB07-TTA,TP_VDB06TTA,WIRE-2UAD-0.35:VT/OG,MD_F,MD_F,S3DB07-TT,1,C12-ALF,11,XA/XB/XC/XD/XE,VDB07,HRN-14A005-XD,HRN-14A005-XD,2501
W14A005-XD,HRN-14A005-XD,14A005-XD,VDB07-TTB,TP_VDB06TTB,WIRE-2UAD-0.35:VT/OG,MD_D | MD_E,MD_D | MD_E,C23-CLM,8,C12-ALF,11,YA/YB/YC/ZA/ZB/ZC/ZD,VDB07,HRN-14A005-XD,HRN-14A005-XD,270
